Recipient Adygei Armenian Balochi BantuKenya BantuSouthAfrica Basque Bedouin Belorussian BiakaPygmy Bulgarian Burusho Cambodian Chuvash Colombian Cypriot Dai Daur Druze EastSicilian Egyptian English Ethiopian EthiopianJew Finnish French Georgian GermanyAustria Greek Hadza Han HanNchina Hazara Hezhen Hungarian IndianJew Indian Iranian Ireland Japanese Jordanian Kalash Karitiana Lahu Lezgin Lithuanian Makrani Mandenka Maya MbutiPygmy Melanesian Miao Mongola Moroccan Mozabite Myanmar Naxi NorthItalian Norwegian Orcadian Oroqen Palestinian Papuan Pathan Pima Polish Romanian Russian Sandawe SanNamibia SanKhomani Sardinian Saudi Scottish She Sindhi SouthItalian Spanish Surui Syrian Tu Tujia Tunisian Turkish Tuscan UAE Uygur Uzbekistani Welsh WestSicilian Xibo Yakut Yemeni Yi
Cypriot5 113.67 116.967 106.264 13.65 6.758 162.6 307.473 46.921 15.704 121.334 108.264 17.398 82.142 12.491 224.486 16.188 17.703 310.11 63.586 58.091 33.599 63.171 35.814 6.575 194.384 149.87 18.971 167.746 1.859 60.929 18.379 73.379 13.023 126.2 29.975 41.093 79.126 37.22 51.386 119.473 106.417 25.521 14.352 124.636 61.438 112.976 27.2 51.489 8.569 18.561 15.41 20.513 129.712 137.664 4.141 11.878 87.435 110.794 92.236 16.249 318.032 29.038 118.22 26.409 103.614 85.959 147.079 44.692 3.205 45.793 206.995 58.708 35.814 16.49 110.032 127.755 218.159 13.098 108.703 20.244 16.645 62.269 110.009 59.629 56.978 35.249 65.24 18.446 75.647 16.617 61.582 16.427 18.759
Cypriot6 120.148 117.915 109.779 10.961 5.63 160.622 303.353 46.636 13.741 140.217 116.425 16.693 83.131 11.55 190.121 16.76 16.58 291.716 71.298 56.37 30.233 65.2 38.439 5.148 189.076 144.402 20.001 153.386 3.572 62.693 17.798 87.212 14.498 114.888 34.027 44.535 82.83 38.984 49.116 123.708 103.913 24.439 12.834 120.492 61.504 119.509 23.305 50.368 7.253 18.333 16.037 18.463 126.407 120.874 3.017 13.906 84.536 131.443 104.338 16.951 318.202 26.438 104.85 24.638 111.555 82.755 160.309 47.548 2.575 38.158 208.753 66.33 36.595 16.015 110.022 143.653 244.875 12.769 108.101 18.262 16.886 64.015 113.757 55.198 58.567 34.757 63.384 23.304 67.063 20.03 55.578 18.225 16.592
Cypriot7 115.724 119.745 106.522 11.571 6.087 167.881 288.17 51.341 14.965 124.176 106.825 17.281 80.34 13.357 220.638 17.284 15.377 306.17 70.485 58.35 32.584 65.942 37.012 8.187 183.192 143.445 21.215 152.844 1.885 62.629 17.292 86.478 14.456 118.735 31.264 41.722 80.948 40.639 51.342 121.651 109.32 25.368 13.763 123.353 59.05 123.213 21.599 48.254 8.824 18.742 16.713 20.427 126.364 128.07 3.729 13.465 89.78 118.966 104.151 15.648 324.674 32.283 111.416 27.349 115.625 85.969 149.111 45.032 2.873 37.583 203.763 66.289 34.796 17.295 110.29 136.67 225.184 13.709 104.596 20.07 17.573 67.072 112.166 56.19 48.235 33.418 64.566 22.777 66.049 18.336 60.277 16.835 17.148
Cypriot8 121.214 122.84 111.833 11.434 5.824 163.681 286.794 53.014 15.398 130.843 116.329 17.926 79.893 11.655 266.611 16.107 16.087 306.125 66.26 56.653 35.161 64.649 34.433 8.918 196.937 152.986 18.164 158.028 2.238 59.159 19.144 78.682 14.08 116.175 30.759 43.922 86.654 49.381 48.669 122.576 108.313 24.122 11.471 119.714 59.408 118.262 20.273 46.615 7.704 16.019 17.002 19.775 124.198 122.849 3.466 13.532 83.27 112.841 92.681 15.334 311.475 29.991 110.2 27.926 98.675 91.752 150.197 44.884 2.964 35.415 212.302 66.538 34.236 14.903 107.827 128.828 221.886 13.258 110.229 17.859 17.435 64.073 120.626 55.53 45.382 35.92 62.654 19.735 61.855 16.593 62.602 19.075 15.768
Cypriot9 109.65 121.578 113.001 12.843 6.386 163.89 295.947 49.674 14.442 131.933 110.609 15.789 84.492 12.148 205.719 14.741 15.214 297.058 67.892 57.199 41.035 67.365 38.604 7.296 203.827 147.008 20.004 151.354 2.184 56.339 15.345 79.843 12.87 121.172 32.791 43.074 78.945 46.013 49.88 114.832 108.782 23.571 12.355 117.337 64.593 119.469 23.535 47.592 8.693 18.43 16.143 17.1 132.716 130.284 3.799 12.929 90.867 127.891 103.208 14.584 307.726 29.292 98.832 25.65 109.441 99.02 161.816 44.136 2.442 40.259 210.341 72.782 40.374 15.054 111.111 129.135 233.465 12.357 100.949 17.764 17.571 58.952 112.756 58.316 50.756 37.101 63.232 21.314 66.955 17.23 52.305 16.697 16.526
Cypriot10 110.533 110.76 113.148 11.716 6.19 167.427 298.056 58.764 14.439 127.995 112.732 18.645 72.924 13.326 240.148 17.115 14.206 308.701 64.804 54.542 31.971 60.767 38.46 6.164 200.597 134.923 24.708 156.35 2.005 57.431 16.743 87.314 13.728 124.691 31.57 42.107 80.582 43.461 50.831 113.945 111.243 24.952 13.205 122.044 61.856 115.524 22.719 46.987 9.432 17.65 15.268 19.999 123.438 131.958 3.526 12.879 90.098 115.169 99.996 14.554 313.672 32.895 104.205 27.868 105.35 93.253 151.285 47.658 2.988 39.264 205.102 67.373 45.466 16.316 111.323 133.473 232.567 13.724 110.639 16.444 16.802 64.066 110.832 50.055 54.007 31.303 58.041 20.395 74.516 16.885 55.573 16.365 15.341
Cypriot11 124.479 115.342 117.046 11.091 7.326 159.458 305.939 45.941 15.074 128.723 114.398 18.161 83.911 12.148 236.142 15.337 15.042 312.566 67.358 55.828 34.641 65.16 39.377 5.494 190.244 138.366 19.242 138.481 2.689 59.028 18.083 80.461 13.217 129.774 35.751 45.628 80.352 36.091 50.844 123.696 103.888 26.688 12.569 119.98 63.656 118.375 22.112 49.015 8.698 19.94 17.236 19.179 125.175 130.9 4.567 13.124 78.52 117.809 94.598 15.838 318.329 31.744 106.207 27.326 102.855 89.944 152.826 46.217 2.928 36.459 210.428 65.211 32.684 17.875 108.868 122.687 236.834 13.155 100.478 21.175 18.036 64.015 109.659 53.514 50.049 34.481 69.568 22.738 66.688 18.605 60.74 19.072 16.374
Cypriot12 119.955 115.051 108.59 11.318 6.12 165.61 289.771 47.76 14.91 132.431 113.571 17.277 79.371 12.52 154.253 16.256 16.815 311.725 66.428 54.208 40.974 62.262 34.646 8.745 190.898 146.991 22.766 151.465 1.972 57.436 16.236 85.527 12.86 128.083 34.869 39.705 81.061 42.731 51.176 117.257 109.361 22.931 11.169 121.157 63.05 118.084 22.516 48.952 8.459 19.082 16.26 19.415 122.093 136.676 3.726 13.799 93.568 127.535 93.308 15.05 339.025 29.244 111.74 27.225 107.064 93.13 155.405 46.38 2.555 41.855 216.648 62.837 35.273 16.813 105.768 130.93 242.955 12.615 110.17 19.183 16.393 65.299 114.668 55.12 53.52 34.329 68.378 20.576 68.784 16.752 57.125 17.986 15.31
Dai1 42.223 29.892 51.773 9.899 7.256 44.677 79.478 13.965 14.717 34.293 97.065 244.142 55.787 33.123 22.179 399.986 110.844 77.548 17.451 14.449 10.342 24.729 13.005 1.975 55.113 40.64 5.854 37.524 1.708 803.745 176.623 151.752 98.093 35.899 22.991 49.581 29.313 11.009 420.426 35.947 53.439 65.083 205.237 35.34 18.315 47.904 19.636 104.105 8.229 69.023 227.293 130.058 37.156 39.255 29.297 125.657 21.667 36.333 26.318 99.636 86.126 78.251 67.319 63.768 32.104 25.776 56.717 28.231 2.863 31.863 50.409 16.604 9.618 209.68 65.899 32.81 63.336 34.222 31.049 153.386 204.909 19.206 41.027 13.448 15.294 73.525 86.526 7.007 17.043 115.178 210.197 6.044 167.696
Dai2 36.842 29.876 50.348 9.014 6.501 41.351 76.661 14.878 13.864 33.848 87.892 233.224 52.141 30.874 20.313 834.285 97.505 74.364 16.998 14.761 9.71 25.552 13.475 2.409 51.825 38.71 5.115 36.208 1.883 714.736 157.569 143.521 90.599 31.87 22.161 48.771 27.828 11.832 401.168 30.333 54.223 62.298 163.641 36.632 17.757 52.052 18.526 96.098 8.06 70.736 217.626 118.298 33.984 38.022 33.482 125.367 19.694 34.183 26.574 98.74 78.644 68.117 60.315 62.69 30.21 24.818 57.885 25.094 2.663 28.401 47.837 16.663 9.261 196.041 64.116 32.496 62.657 33.621 27.954 137.19 189.548 18.334 40.502 13.32 14.11 64.722 76.362 5.53 16.391 107.175 196.63 6.8 167.758
Dai3 34.818 27.113 48.389 8.14 5.415 43.314 73.217 14.34 13.954 34.743 82.62 223.892 48.696 32.105 18.982 990.973 97.949 68.316 16.073 15.127 8.429 24.215 13.275 1.936 48.609 35.686 5.126 33.729 1.869 707.148 174.524 139.195 82.129 36.221 23.465 43.301 26.672 10.071 383.296 31.835 51.882 64.343 152.56 35.253 17.729 47.384 18.232 98.276 7.88 69.3 227.125 110.375 33.468 34.12 31.328 119.232 19.031 33.714 24.613 100.666 75.055 68.257 60.174 67.4 27.479 22.513 55.939 24.696 2.737 29.803 44.782 15.537 9.816 200.211 59.429 30.198 58.043 29.64 28.023 123.025 196.07 16.808 38.142 13.417 13.876 58.938 82.358 5.608 16.269 107.12 188.698 5.454 149.021
Dai4 39.298 29.269 48.913 8.822 5.601 41.814 76.978 13.251 14.508 34.842 88.114 236.533 44.723 28.199 20.56 742.389 102.292 75.546 16.13 14.656 9.283 25.229 12.943 3.155 51.771 39.441 6.52 36.594 1.784 764.265 142.826 142.09 92.953 33.572 23.823 46.909 28.252 12.026 404.974 30.377 49.762 61.424 183.077 37.246 16.963 48.241 16.68 97.938 8.061 75.163 226.486 110.746 34.122 39.187 30.681 128.841 19.692 34.472 25.355 100.087 79.265 76.065 60.166 61.149 29.811 23.587 59.512 26.573 2.209 29.943 46.855 16.582 9.741 189.224 62.637 30.399 61.169 35.389 28.889 131.623 195.804 17.275 44.692 13.1 15.054 67.891 79.021 6.56 17.379 115.514 188.299 5.124 184.003
Dai5 40.013 32.76 53.452 8.944 7.105 42.773 80.943 15.097 14.79 34.279 95.501 230.379 51.787 33.547 22.944 340.264 119.627 81.399 17.919 17.387 9.975 27.087 14.295 1.945 55.265 41.252 6.27 39.827 2.196 798.18 172.099 157.422 91.438 35.65 23.212 51.812 28.898 12.164 430.079 35.422 54.85 65.398 191.797 37.284 19.162 53.311 19.126 104.02 8.324 71.384 225.536 129.321 38.482 39.997 32.238 134.561 21.933 34.029 31.261 103.072 86.204 74.765 65.923 65.583 31.743 27.484 64.517 28.683 2.319 36.72 50.598 19.716 10.564 200.419 68.108 34.92 64.285 32.54 29.835 150.895 195.666 19.635 42.394 14.338 15.551 78.026 80.878 5.737 17.603 113.595 216.265 6.285 200.045
Dai6 36.592 29.4 47.136 8.821 5.571 40.52 79.041 13.766 13.377 35.674 86.616 232.953 47.107 31.608 19.331 814.683 103.498 73.55 16.184 16.115 9.918 25.48 12.926 1.772 49.091 38.627 5.403 35.165 1.892 734.781 152.364 140.172 92.936 33.769 22.517 44.774 25.729 11.954 412.366 32.874 54.165 63.907 173.317 36.421 19.129 46.543 17.128 97.779 7.819 68.783 217.471 120.019 35.366 35.847 33.893 127.955 20.586 34.111 26.738 93.007 79.625 70.878 61.411 67.483 27.502 24.931 57.717 25.411 2.185 32.646 46.943 16.891 8.497 191.021 66.557 30.785 59.296 32.167 29.998 132.529 197.085 17.446 39.781 13.418 15.822 64.349 82.276 5.718 17.48 104.214 198.729 5.727 153.143
Dai7 38.213 30.111 55.676 9.07 5.385 45.807 78.583 15.917 13.925 35.572 91.762 243.827 52.288 34.478 22.193 383.749 110.272 78.581 17.161 16.099 11.23 27.364 15.644 2.287 52.57 40.351 5.744 37.672 2.164 802.127 159.783 156.014 97.77 33.777 24.778 49.263 27.961 12.118 436.81 34.27 60.849 65.98 196.039 39.504 18.478 54.243 17.592 99.44 8.486 85.09 224.342 147.677 34.597 37.116 34.8 119.977 21.302 34.222 27.709 100.623 84.272 73.183 63.536 64.418 31.041 25.966 59.479 27.696 2.597 31.9 50.082 16.853 9.136 227.995 68.825 32.999 63.234 32.704 32.083 136.871 211.713 18.936 43.375 13.187 15.758 77.986 82.72 5.165 17.605 112.129 206.428 6.772 157.92
Dai8 37.408 30.195 51.283 8.725 5.863 40.932 75.268 15.888 13.757 35.312 91.897 237.687 48.492 29.045 21.595 742.056 106.625 76.055 17.052 14.422 8.877 24.89 14.677 2.389 50.936 36.323 5.777 36.063 2.095 712.872 158.487 147.835 99.662 32.969 22.922 46.913 29.129 11.68 403.2 30.589 55.573 59.378 167.75 37.08 17.15 48.098 18.284 105.677 8.339 65.385 219.565 124.139 32.569 35.874 33.215 127.155 21.318 34.003 26.915 105.479 83.318 71.508 64.183 68.418 29.254 25.084 56.433 25.226 2.316 29.991 47.728 15.754 10.14 202.764 61.36 29.347 58.571 35.696 28.764 132.71 198.994 18.526 37.966 12.697 16.511 73.999 90.916 5.431 17.126 102.947 195.413 4.812 173.533
Dai9 37.657 30.773 49.664 8.277 5.714 43.51 80.21 15.257 13.031 36.206 86.062 243.683 55.187 29.168 22.339 535.505 113.544 77.495 17.434 15.24 10.295 24.65 14.1 2.272 52.236 42.913 6.432 38.33 3.401 756.748 153.101 148.364 99.3 35.453 23.939 46.678 27.13 12.255 424.129 31.03 55.524 61.762 179.352 37.823 19.95 46.525 18.967 100.82 7.996 78.282 224.17 122.721 36.363 36.959 33.77 118.564 21.197 34.608 28.602 94.74 85.545 78.187 64.165 61.258 29.654 27.197 60.292 26.999 2.914 31.727 48.681 17.183 10.15 199.159 70.202 33.462 66.701 38.815 31.26 146.067 204.25 18.747 43.788 12.988 17.479 79.615 82.465 6.26 17.337 111.622 203.25 5.375 183.176
Dai10 44.569 30.241 52.001 9.084 5.89 42.396 79.767 15.484 15.702 35.52 96.809 237.725 55.713 32.451 22.366 434.421 114.979 79.646 18.361 16.126 10.205 26.612 15.147 1.954 52.746 42.389 5.744 38.897 1.869 782.72 165.465 147.932 96.401 34.688 25.91 44.326 29.094 11.601 431.695 32.526 54.663 70.968 199.837 38.679 18.113 52.497 19.106 108.222 8.062 66.856 217.099 118.535 36.725 40.285 39.212 119.874 22.444 33.301 27.841 103.09 82.117 76.555 72.509 73.538 30.003 25.542 65.549 25.218 3.005 30.566 50.319 17.155 11.363 204.604 67.937 33.343 66.509 39.261 31.291 137.755 209.671 19.534 40.82 13.579 17.372 68.842 91.037 6.04 17.698 121.677 192.18 5.784 160.88
Daur1 44.696 32.584 42.042 6.625 4.484 40.683 67.68 15.105 10.849 34.792 79.224 87.663 79.795 38.38 19.45 96.214 564.536 69.919 15.344 13.013 8.953 19.089 11.886 2.749 52.1 38.818 6.347 33.901 1.287 485.297 138.039 216.371 215.427 34.599 18.894 37.538 26.187 13.122 437.498 28.456 50.055 66.465 73.605 36.218 18.346 44.076 14.043 115.342 6.763 41.945 116.912 203.771 31.509 33.989 14.927 105.365 17.84 33.367 26.411 405.146 72.443 51.134 56.536 76.393 31.769 22.782 76.295 21.331 1.876 23.764 45.676 14.734 8.491 129.05 56.971 31.449 57.257 37.667 28.665 136.169 128.702 15.748 47.123 12.6 12.857 96.232 119.94 4.78 15.038 190.186 563.221 5.445 118.786
Daur2 51.752 29.445 48.848 7.581 4.827 47.417 80.254 16.345 12.337 40.065 89.358 91.803 93.298 35.364 23.849 108.543 302.065 74.877 19.784 16.637 11.594 21.303 13.03 4.702 56.125 41.801 8.557 39.697 1.446 489.269 148.675 208.948 208.979 39.567 18.195 39.071 28.043 12.245 471.917 31.73 53.44 78.694 90.8 43.619 20.515 52.089 15.277 120.053 7.131 53.473 138.594 176.51 35.351 36.779 16.401 120.71 20.481 40.909 29.389 279.899 80.559 58.47 66.622 73.971 35.851 27.194 85.947 24.359 2.054 25.716 49.77 17.534 9.706 143.082 62.866 33.087 64.241 37.993 30.512 152.243 144.988 19.66 51.467 14.035 14.819 102.7 143.966 6.555 18.653 148.124 536.346 5.053 139.085
Daur3 44.493 33.159 45.092 8.22 4.729 47.61 75.94 18.647 12.106 38.111 94.383 93.548 84.57 39.999 21.342 115.256 387.631 76.664 17.304 16.21 9.548 24.47 12.65 2.741 55.996 42.758 6.24 37.618 1.7 509.035 145.984 227.834 188.902 38.962 18.997 42.258 29.933 12.444 432.676 34.597 53.267 72.653 93.061 41.613 20.831 53.84 15.657 110.471 6.801 50.494 130.348 208.385 34.387 35.341 20.26 104.029 22.426 34.53 30.573 300.502 81.465 56.8 64.944 84.293 33.994 27.09 79.832 22.762 2.024 24.923 48.796 15.962 9.488 135.001 63.815 32.109 63.851 36.488 30.717 135.988 130.813 19.339 46.965 14.2 14.886 99.576 130.612 7.754 18.541 158.832 521.184 4.618 144.619
Daur4 41.682 27.418 46.533 6.99 4.262 44.761 72.73 15.023 12.07 40.576 85.493 84.906 89.126 40.012 19.017 102.573 451.816 70.432 18.227 15.12 10.105 21.722 11.263 3.451 52.308 40.211 6.517 35.082 1.589 496.284 143.464 218.072 178.157 34.973 18.892 43.09 26.085 13.093 481.289 28.953 50.317 75.436 82.526 37.593 24.171 47.441 15.515 121.549 6.58 46.138 121.704 202.922 32.987 36.27 15.551 99.033 24.047 33.933 26.289 259.136 73.529 57.373 61.276 83.716 31.292 26.545 82.255 22.32 2.255 26.794 47.492 15.749 10.317 130.631 60.802 30.694 59.058 40.761 25.969 142.257 146.092 18.654 49.846 12.809 13.029 92.996 130.831 6.806 15.938 179.741 594.018 4.727 139.774
Daur5 47.614 35.67 44.768 7.548 4.488 40.437 75.749 15.713 11.363 37.097 89.928 87.63 75.903 36.601 20.838 107.811 534.218 71.943 16.328 14.523 9.03 21.238 11.699 2.851 53.344 42.282 6.584 35.814 1.451 485.007 157.867 231.588 206.05 36.787 18.611 36.216 28.736 11.309 450.436 31.092 56.5 67.242 77.728 45.005 22.204 46.95 13.749 120.579 6.397 45.285 120.097 187.741 32.981 34.664 16.821 102.149 21.395 34.951 25.846 263.373 79.039 57.838 58.236 75.167 33.572 27.349 72.275 21.327 2.346 26.697 50.624 16.333 10.516 125.954 58.164 35.772 63.227 37.691 29.295 149.342 130.47 17.652 52.388 13.468 14.626 97.862 138.361 4.911 17.825 173.048 529.199 5.013 132.612
Daur6 42.906 29.776 47.779 7.475 4.489 39.531 74.887 15.884 11.176 36.788 83.161 83.892 76.605 33.517 18.655 100.063 446.435 73.488 16.097 13.665 9.242 21.279 13.511 2.794 56.841 43.575 5.701 35.977 1.512 479.195 137.773 239.156 224.977 34.505 17.831 35.41 28.242 13.47 450.324 28.75 50.762 69.411 79.345 40.802 20.24 42.371 14.497 120.248 6.203 46.191 120.477 218.025 31.633 33.496 17.59 99.129 21.096 38.533 26.168 382.919 78.262 54.472 59.888 81.679 31.852 29.094 75.631 22.155 2.121 23.963 44.792 14.228 8.942 137.11 55.335 30.553 59.446 39.2 30.232 148.718 132.664 16.487 47.55 13.974 13.315 96.082 122.379 4.851 16.388 174.898 526.468 4.437 142.804
Daur7 43.466 27.967 46.842 6.719 4.734 42.162 69.276 15.239 11.542 35.575 86.003 86.253 87.824 34.605 19.157 103.896 431.858 70.594 14.689 12.813 9.309 22.205 10.676 1.952 52.896 38.854 5.684 34.793 1.249 485.133 149.329 223.838 229.068 35.413 18.062 37.502 27.404 11.014 454.565 27.539 54.017 70.448 79.65 38.961 18.23 42.567 13.846 120.858 6.067 40.522 127.959 197.983 31.413 35.377 18.523 103.962 19.881 34.403 26.586 358.388 76.951 57.479 62.566 74.153 29.676 26.358 77.583 21.719 1.776 22.965 45.684 15.432 8.863 129.343 56.784 29.98 56.915 36.501 29.905 141.816 127.431 19.427 48.578 12.955 15.297 106.64 132.549 5.664 17.038 187.43 575.822 5.07 131.542
Daur8 43.445 26.234 47.966 8.023 4.552 40.973 72.199 14.12 11.945 34.982 87.415 91.341 79.869 30.014 18.384 109.982 494.419 68.499 16.615 13.871 9.144 21.065 12.321 1.838 52.983 33.522 5.864 33.158 1.495 497.676 140.85 215.013 232.12 34.04 18.791 38.474 26.959 11.34 452.83 30.295 52.773 73.73 81.024 36.221 21.093 41.541 15.15 118.181 6.502 49.904 125.375 214.506 32.141 32.748 15.553 107.396 19.112 33.365 24.691 363.442 74.567 60.552 58.957 80.465 31.27 26.821 70.475 21.376 1.979 23.309 45.509 15.613 9.354 119.586 53.906 30.246 58.785 41.18 26.612 135.962 131.579 18.786 41.703 12.546 14.809 105.483 144.452 5.906 15.609 168.689 522.55 4.012 133.369
Daur9 43.734 28.427 47.639 7.156 4.447 41.253 72.044 13.215 11.162 35.401 88.983 87.819 82.581 39.062 18.662 102.168 476.391 73.263 16.96 15.303 10.037 20.154 11.008 3.865 51.777 37.571 5.17 33.399 1.866 477.733 157.777 230.689 229.065 35.846 18.904 38.817 26.746 11.366 487.63 29.275 53.343 74.554 78.854 32.601 17.982 45.356 14.838 129.314 6.849 44.35 123.381 210.345 30.465 31.528 20.069 90.906 20.005 34.644 29.192 326.414 76.475 54.795 53.992 77.463 31.169 24.958 79.805 22.825 2.669 24.071 45.076 14.97 8.735 136.309 53.897 30.285 60.755 44.737 25.887 132.724 133.081 16.96 44.045 12.885 13.166 96.388 135.417 6.762 18.07 160.908 545.273 4.218 126.472
Druze1 54.879 53.605 47.966 7.035 4.876 65.254 158.613 17.012 9.2 54.539 53.46 8.346 32.706 5.042 35.503 7.675 6.713 4000.37 30.792 25.507 14.433 31.216 17.007 2.347 84.129 65.519 9.629 57.937 1.357 28.725 7.548 39.422 6.111 51.584 13.512 19.508 37.843 17.105 23.578 55.225 50.55 10.825 5.417 61.021 24.622 51.99 13.781 23.301 5.115 9.012 7.876 8.636 60.259 69.006 1.764 6.724 36.871 49.409 41.077 7.004 157.863 14.999 52.385 11.879 48.075 33.96 64.489 24.895 1.265 22.486 87.427 34.453 12.94 6.857 52.876 56.429 98.565 6.102 62.229 9.996 8.21 35.425 47.491 22.661 29.785 15.814 32.471 9.359 26.645 9.321 26.45 7.891 7.777
Druze2 43.343 44.774 39.437 4.539 5.47 50.292 120.58 13.857 6.404 38.422 40.267 6.45 29.774 4.249 34.396 5.557 5.866 4657.998 22.54 21.897 11.967 29.341 18.384 2.662 61.539 45.767 8.569 53.189 1.002 21.069 5.638 32.169 4.921 44.711 11.17 17.024 34.024 13.739 17.077 41.71 37.929 10.218 4.976 47.786 21.463 48.132 12.6 17.405 3.806 6.512 5.178 6.66 47.368 45.77 1.285 4.864 27.082 39.744 31.073 5.997 122.966 9.717 42.384 11.504 39.106 25.34 42.766 18.526 1.179 14.846 63.593 28.425 11.135 5.902 39.99 43.408 77.354 4.851 42.452 7.111 6.321 23.257 41.369 16.296 19.416 12.865 22.814 5.365 27.399 6.286 20.37 5.029 6.434
Druze3 52.866 55.641 66.037 8.479 4.928 78.891 195.173 20.843 9.57 71.607 64.187 9.161 37.611 6.905 45.248 8.08 8.764 3616.415 31.649 29.162 17.521 35.864 21.959 3.093 92.464 73.905 9.436 67.686 1.572 33.564 9.324 43.641 7.434 55.956 19.654 19.641 43.065 17.608 26.035 70.464 59.388 12.451 7.302 61.374 24.418 62.513 17.308 24.058 4.857 9.505 8.931 9.8 65.76 64.324 2.377 7.055 41.67 51.953 42.314 7.949 174.018 14.825 61.976 16.354 48.383 43.964 71.787 28.249 1.518 20.353 93.7 46.346 12.89 8.087 56.659 66.86 111.248 6.831 53.124 10.169 9.06 35.344 58.622 23.864 35.041 18.373 30.569 11.046 31.948 9.561 30.184 10.577 8.446
Druze4 62.344 59.57 56.986 7.137 4.69 68.139 169.149 21.998 8.893 60.768 62.264 8.268 39.177 5.402 43.589 10.035 9.386 3706.954 31.292 28.261 16.405 37.637 19.67 2.768 98.87 73.255 8.536 77.971 1.441 30.775 8.401 50.604 6.702 57.728 17.46 26.398 40.732 16.927 26.503 56.699 53.261 12.666 6.358 58.645 28.2 60.429 13.544 26.645 4.624 9.016 8.453 9.069 69.64 67.591 3.028 6.582 41.63 51.837 40.262 8.171 163.692 15.216 57.121 12.75 44.025 37.592 69.13 26.98 1.238 24.782 89.25 40.624 14.114 8.406 56.36 63.05 115.653 7.582 53.92 10.288 8.256 36 59.404 25.989 30.623 17.629 32.912 8.593 30.774 9.132 28.944 7.433 7.948
Druze5 81.374 86.925 79.469 12.859 6.601 106.735 237.63 29.666 17.757 82.144 83.618 14.416 57.799 8.773 66.759 13.094 11.466 2325.728 49.485 41.771 23.892 60.188 30.212 4.002 131.003 105.695 11.463 94.339 2.313 43.894 15.185 62.024 10.802 75.106 24.158 28.506 60.976 25.32 39.273 86.691 73.87 18.084 9.489 79.189 34.742 93.326 23.09 37.162 9.43 14.666 12.189 14.782 84.661 93.211 3.541 9.82 56.804 73.798 59.722 13.194 244.84 23.794 77.4 18.928 63.177 57.633 93.128 43.294 2.812 30.858 137.371 54.94 20.648 12.304 76.061 84.637 157.584 10.245 80.889 14.091 13.536 45.023 78.292 38.981 41.097 25.693 49.259 12.037 47.483 15.302 44.384 12.209 13.65
Druze6 53.758 65.544 54.194 8.667 5.488 72.93 166.611 20.851 10.768 58.438 57.729 9.763 34.995 6.085 38.627 8.412 8.288 3789.899 33.564 28.828 15.719 39.768 17.23 2.69 90.124 71.829 7.809 73.43 0.891 30.476 9.002 41.499 7.041 54.019 17.241 26.007 41.388 16.957 26.318 62.963 47.435 10.845 6.66 58.812 25.072 56.97 13.549 23.996 4.429 8.999 11.616 9.884 65.361 65.336 2.081 6.306 34.37 55.902 43.291 7.847 164.548 14.963 59.076 14.057 48.725 42.023 65.763 27.788 1.566 20.061 87.803 38.903 15.742 7.581 56.696 70.661 99.914 6.675 53.088 10.139 7.866 29.501 54.025 25.813 31.112 17.372 32.293 8.476 35.699 8.868 26.507 10.39 8.701
Druze7 106.256 102.121 106.635 16.796 9.485 138.25 349.369 36.836 18.525 107.506 102.199 16.299 77.322 10.414 80.089 14.629 15.163 786.264 61.9 54.101 29.494 76.696 46.152 4.217 174.726 135.491 15.616 145.819 2.569 54.344 16.01 70.733 12.319 109.946 36.91 42.024 76.488 35.966 47.142 128.54 101.317 20.773 11.557 106.462 50.552 104.804 31.672 50.134 10.627 17.109 15.948 18.157 126.84 135.964 3.54 12.11 70.216 100.561 87.136 15.4 314.762 28.016 102.462 24.56 83.15 72.658 127.001 50.457 3.114 41.242 181.28 78.237 27.622 16.006 104.362 117.376 207.872 11.587 113.704 21.75 15.047 77.181 105.316 50.161 63.688 34.713 59.471 18.112 61.788 15.623 53.778 14.633 15.986
